Train,Time,Track,Station,Accessible
New York -SEC,12:01 PM,Track 2,Walnut Street Station,False
MSU,12:07 PM,Track 1,Walnut Street Station,False
New York -SEC,1:01 PM,Track 2,Walnut Street Station,False
MSU,1:07 PM,Track 1,Walnut Street Station,False
New York -SEC,2:01 PM,Track 2,Walnut Street Station,False
MSU,2:07 PM,Track 1,Walnut Street Station,False
Dover,2:34 PM,Track 1,Walnut Street Station,False
New York -SEC,2:58 PM,Track 2,Walnut Street Station,False
MSU,3:29 PM,Track 1,Walnut Street Station,False
Denville,4:07 PM,Track 1,Walnut Street Station,False
MSU,4:25 PM,Track 1,Walnut Street Station,False
New York -SEC,4:30 PM,Track 2,Walnut Street Station,False
Hackettstown,5:05 PM,Track 1,Walnut Street Station,False
New York -SEC,5:18 PM,Track 2,Walnut Street Station,False
MSU,5:28 PM,Track 1,Walnut Street Station,False
MSU,5:57 PM,Track 1,Walnut Street Station,False
MSU,6:07 PM,Track 1,Walnut Street Station,False
New York -SEC,11:01 AM,Track 2,Watchung Avenue Station,False
MSU,11:09 AM,Track 1,Watchung Avenue Station,False
New York -SEC,11:58 AM,Track 2,Watchung Avenue Station,False
MSU,12:09 PM,Track 1,Watchung Avenue Station,False
New York -SEC,12:58 PM,Track 2,Watchung Avenue Station,False
MSU,1:09 PM,Track 1,Watchung Avenue Station,False
New York -SEC,1:58 PM,Track 2,Watchung Avenue Station,False
MSU,2:09 PM,Track 1,Watchung Avenue Station,False
Dover,2:36 PM,Track 1,Watchung Avenue Station,False
New York -SEC,2:55 PM,Track 2,Watchung Avenue Station,False
MSU,3:31 PM,Track 1,Watchung Avenue Station,False
Denville,4:09 PM,Track 1,Watchung Avenue Station,False
New York -SEC,4:27 PM,Track 2,Watchung Avenue Station,False
MSU,4:27 PM,Track 1,Watchung Avenue Station,False
Hackettstown,5:08 PM,Track 1,Watchung Avenue Station,False
New York -SEC,5:15 PM,Track 2,Watchung Avenue Station,False
MSU,5:30 PM,Track 1,Watchung Avenue Station,False
Mount Olive,5:42 PM,Track 1,Watchung Avenue Station,False
MSU,6:00 PM,Track 1,Watchung Avenue Station,False
New York -SEC,"10:27 AM
           in 0 Min",Track 2,Watsessing Avenue Station,False
MSU,"10:56 AM
           in 23 Min",Track 1,Watsessing Avenue Station,False
New York -SEC,11:15 AM,Track 2,Watsessing Avenue Station,False
MSU,11:56 AM,Track 1,Watsessing Avenue Station,False
New York -SEC,12:12 PM,Track 2,Watsessing Avenue Station,False
MSU,12:56 PM,Track 1,Watsessing Avenue Station,False
New York -SEC,1:12 PM,Track 2,Watsessing Avenue Station,False
MSU,1:56 PM,Track 1,Watsessing Avenue Station,False
New York -SEC,2:12 PM,Track 2,Watsessing Avenue Station,False
Dover,2:23 PM,Track 1,Watsessing Avenue Station,False
New York -SEC,3:09 PM,Track 2,Watsessing Avenue Station,False
MSU,3:18 PM,Track 1,Watsessing Avenue Station,False
MSU,4:13 PM,Track 1,Watsessing Avenue Station,False
New York -SEC,4:41 PM,Track 2,Watsessing Avenue Station,False
MSU,5:16 PM,Track 1,Watsessing Avenue Station,False
New York -SEC,5:29 PM,Track 2,Watsessing Avenue Station,False
MSU,5:45 PM,Track 1,Watsessing Avenue Station,False
MSU,5:53 PM,Track 1,Watsessing Avenue Station,False
MSU,6:19 PM,Track 1,Watsessing Avenue Station,False
Hoboken -SEC,"10:46 AM
           in 16 Min",Track 2,Wesmont Station,True
Ridgewood,11:02 AM,Track 1,Wesmont Station,True
Hoboken -SEC,11:47 AM,Track 2,Wesmont Station,True
Ridgewood,12:02 PM,Track 1,Wesmont Station,True
Hoboken -SEC,12:46 PM,Track 2,Wesmont Station,True
Suffern,1:02 PM,Track 1,Wesmont Station,True
Hoboken -SEC,1:48 PM,Track 2,Wesmont Station,True
Suffern,2:02 PM,Track 1,Wesmont Station,True
Hoboken -SEC,2:43 PM,Track 2,Wesmont Station,True
Suffern,2:58 PM,Track 1,Wesmont Station,True
Suffern,3:44 PM,Track 1,Wesmont Station,True
Hoboken -SEC,3:54 PM,Track 2,Wesmont Station,True
Waldwick,4:42 PM,Track 1,Wesmont Station,True
Hoboken -SEC,5:09 PM,Track 2,Wesmont Station,True
Ridgewood,5:20 PM,Track 1,Wesmont Station,True
Waldwick,5:51 PM,Track 1,Wesmont Station,True
Hoboken -SEC,5:58 PM,Track 2,Wesmont Station,True
Waldwick,6:26 PM,Track 1,Wesmont Station,True
Suffern,7:00 PM,Track 1,Wesmont Station,True
High Bridge,"10:26 AM
           All Aboard",Track 1,Westfield Station,True
New York -SEC,11:20 AM,Track 1,Westfield Station,True
Raritan,11:22 AM,Track 1,Westfield Station,True
New York -SEC,12:20 PM,Track 1,Westfield Station,True
Raritan,12:23 PM,Track 1,Westfield Station,True
New York -SEC,1:22 PM,Track 1,Westfield Station,True
High Bridge,1:24 PM,Track 1,Westfield Station,True
Newark Penn,2:21 PM,Track 1,Westfield Station,True
Raritan,2:23 PM,Track 1,Westfield Station,True
Newark Penn,3:21 PM,Track 2,Westfield Station,True
High Bridge,3:23 PM,Track 1,Westfield Station,True
Newark Penn,4:07 PM,Track 2,Westfield Station,True
Raritan,4:35 PM,Track 1,Westfield Station,True
Newark Penn,4:43 PM,Track 2,Westfield Station,True
High Bridge,5:10 PM,Track 1,Westfield Station,True
Raritan,5:38 PM,Track 1,Westfield Station,True
High Bridge,5:51 PM,Track 1,Westfield Station,True
Newark Penn,5:55 PM,Track 2,Westfield Station,True
Raritan,6:08 PM,Track 1,Westfield Station,True
Spring Valley,"10:43 AM
           in 14 Min",Track Single,Westwood Station,True
Hoboken -SEC,11:18 AM,Track Single,Westwood Station,True
Spring Valley,12:07 PM,Track Single,Westwood Station,True
Hoboken -SEC,12:43 PM,Track Single,Westwood Station,True
Spring Valley,1:17 PM,Track Single,Westwood Station,True
Spring Valley,2:34 PM,Track Single,Westwood Station,True
Hoboken -SEC,3:09 PM,Track Single,Westwood Station,True
Spring Valley,3:42 PM,Track Single,Westwood Station,True
Hoboken -SEC,4:17 PM,Track Single,Westwood Station,True
Spring Valley,4:50 PM,Track Single,Westwood Station,True
Spring Valley,5:27 PM,Track Single,Westwood Station,True
Spring Valley,5:49 PM,Track Single,Westwood Station,True
Spring Valley,6:30 PM,Track Single,Westwood Station,True
Spring Valley,6:49 PM,Track Single,Westwood Station,True
Spring Valley,7:08 PM,Track Single,Westwood Station,True
Spring Valley,7:37 PM,Track Single,Westwood Station,True
Spring Valley,8:15 PM,Track Single,Westwood Station,True
Spring Valley,9:08 PM,Track Single,Westwood Station,True
Hoboken -SEC,9:41 PM,Track Single,Westwood Station,True
High Bridge,11:13 AM,Track Single,White House Station,False
New York -SEC,12:33 PM,Track Single,White House Station,False
High Bridge,2:11 PM,Track Single,White House Station,False
Newark Penn,3:18 PM,Track Single,White House Station,False
High Bridge,4:08 PM,Track Single,White House Station,False
Newark Penn,5:08 PM,Track Single,White House Station,False
High Bridge,5:59 PM,Track Single,White House Station,False
High Bridge,6:34 PM,Track Single,White House Station,False
High Bridge,7:25 PM,Track Single,White House Station,False
High Bridge,8:24 PM,Track Single,White House Station,False
High Bridge,10:16 PM,Track Single,White House Station,False
High Bridge,12:16 AM,Track Single,White House Station,False
Spring Valley,11:37 AM,Track Single,Wood Ridge Station,False
Hoboken -SEC,11:43 AM,Track Single,Wood Ridge Station,False
Spring Valley,12:50 PM,Track Single,Wood Ridge Station,False
Hoboken -SEC,1:14 PM,Track Single,Wood Ridge Station,False
Spring Valley,2:08 PM,Track Single,Wood Ridge Station,False
Hoboken -SEC,2:13 PM,Track Single,Wood Ridge Station,False
New Bridge Landing,3:34 PM,Track Single,Wood Ridge Station,False
Hoboken -SEC,3:40 PM,Track Single,Wood Ridge Station,False
Spring Valley,4:23 PM,Track Single,Wood Ridge Station,False
Hoboken -SEC,4:47 PM,Track Single,Wood Ridge Station,False
Spring Valley,4:59 PM,Track Single,Wood Ridge Station,False
Spring Valley,5:22 PM,Track Single,Wood Ridge Station,False
Spring Valley,5:58 PM,Track Single,Wood Ridge Station,False
Spring Valley,6:18 PM,Track Single,Wood Ridge Station,False
Spring Valley,6:38 PM,Track Single,Wood Ridge Station,False
Spring Valley,7:08 PM,Track Single,Wood Ridge Station,False
Spring Valley,7:49 PM,Track Single,Wood Ridge Station,False
Spring Valley,8:42 PM,Track Single,Wood Ridge Station,False
Spring Valley,10:04 PM,Track Single,Wood Ridge Station,False
Long Branch,"10:34 AM
           in 7 Min",Track 1,Woodbridge Station,True
New York -SEC ✈,"10:42 AM
           in 9 Min",Track 2,Woodbridge Station,True
Long Branch,11:31 AM,Track 1,Woodbridge Station,True
New York -SEC ✈,11:44 AM,Track 2,Woodbridge Station,True
Long Branch,12:13 PM,Track 1,Woodbridge Station,True
New York -SEC ✈,12:40 PM,Track 2,Woodbridge Station,True
Long Branch,12:55 PM,Track 1,Woodbridge Station,True
Long Branch,1:33 PM,Track 1,Woodbridge Station,True
New York -SEC ✈,1:41 PM,Track 2,Woodbridge Station,True
Long Branch,2:29 PM,Track 1,Woodbridge Station,True
New York -SEC ✈,2:41 PM,Track 2,Woodbridge Station,True
Long Branch,3:30 PM,Track 1,Woodbridge Station,True
New York -SEC ✈,3:38 PM,Track 2,Woodbridge Station,True
South Amboy,4:09 PM,Track 1,Woodbridge Station,True
Long Branch,4:21 PM,Track 1,Woodbridge Station,True
New York -SEC ✈,4:33 PM,Track 2,Woodbridge Station,True
New York -SEC,4:56 PM,Track 2,Woodbridge Station,True
South Amboy,4:59 PM,Track 1,Woodbridge Station,True
Bay Head,5:08 PM,Track 1,Woodbridge Station,True
Hoboken -SEC,11:12 AM,Track Single,Woodcliff Lake Station,False
Hoboken -SEC,12:37 PM,Track Single,Woodcliff Lake Station,False
Spring Valley,1:23 PM,Track Single,Woodcliff Lake Station,False
Spring Valley,2:40 PM,Track Single,Woodcliff Lake Station,False
Hoboken -SEC,3:03 PM,Track Single,Woodcliff Lake Station,False
Spring Valley,3:48 PM,Track Single,Woodcliff Lake Station,False
Hoboken -SEC,4:11 PM,Track Single,Woodcliff Lake Station,False
Spring Valley,4:56 PM,Track Single,Woodcliff Lake Station,False
Spring Valley,5:33 PM,Track Single,Woodcliff Lake Station,False
Spring Valley,5:55 PM,Track Single,Woodcliff Lake Station,False
Spring Valley,6:37 PM,Track Single,Woodcliff Lake Station,False
Spring Valley,6:55 PM,Track Single,Woodcliff Lake Station,False
Spring Valley,7:15 PM,Track Single,Woodcliff Lake Station,False
Spring Valley,7:43 PM,Track Single,Woodcliff Lake Station,False
Spring Valley,8:21 PM,Track Single,Woodcliff Lake Station,False
Spring Valley,9:14 PM,Track Single,Woodcliff Lake Station,False
Hoboken -SEC,9:35 PM,Track Single,Woodcliff Lake Station,False
Spring Valley,10:36 PM,Track Single,Woodcliff Lake Station,False
Spring Valley,12:05 AM,Track Single,Woodcliff Lake Station,False
